date,state_name,vegetable_name,wholesale_price,retail_price,shoping_mall_price,unit,image
2024-06-24,maharashtra,Onion Big,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-24,maharashtra,Onion Small,57,66 - 72,68 - 94,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-24,maharashtra,Tomato,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-24,maharashtra,Green Chilli,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-24,maharashtra,Beetroot,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-24,maharashtra,Potato,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-24,maharashtra,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-24,maharashtra,Amaranth Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-24,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-24,maharashtra,Ash gourd,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-24,maharashtra,Baby Corn,49,56 - 62,59 - 81,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-24,maharashtra,Banana Flower,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-24,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-24,maharashtra,Bitter Gourd,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-24,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-24,maharashtra,Butter Beans,53,61 - 67,64 - 87,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-24,maharashtra,Broad Beans,73,84 - 93,88 - 120,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-24,maharashtra,Cabbage,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-24,maharashtra,Carrot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-24,maharashtra,Cauliflower,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-24,maharashtra,Cluster beans,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-24,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-24,maharashtra,Colocasia Leaves,16,18 - 20,19 - 26,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-24,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-24,maharashtra,Coriander Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-24,maharashtra,Corn,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-24,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-24,maharashtra,Curry Leaves,26,30 - 33,31 - 43,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-24,maharashtra,Dill Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-24,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-24,maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-24,maharashtra,Brinjal (Big),31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-24,maharashtra,Elephant Yam,39,45 - 50,47 - 64,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-24,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-24,maharashtra,French Beans,119,137 - 151,143 - 196,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-24,maharashtra,Garlic,230,265 - 292,276 - 380,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-24,maharashtra,Ginger,122,140 - 155,146 - 201,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-24,maharashtra,Onion Green,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-24,maharashtra,Green Peas,43,49 - 55,52 - 71,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-24,maharashtra,Ivy Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-24,maharashtra,Lemon (Lime),106,122 - 135,127 - 175,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-24,maharashtra,Mango Raw,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-24,maharashtra,Mint Leaves,5,6 - 6,6 - 8,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-24,maharashtra,Mushroom,89,102 - 113,107 - 147,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-24,maharashtra,Mustard Leaves,18,21 - 23,22 - 30,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-24,maharashtra,Ladies Finger,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-24,maharashtra,Pumpkin,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-24,maharashtra,Radish,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-24,maharashtra,Ridge Gourd,30,35 - 38,36 - 50,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-24,maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-24,maharashtra,Snake Gourd,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-24,maharashtra,Sorrel Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-24,maharashtra,Spinach,15,17 - 19,18 - 25,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-24,maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-25,maharashtra,Onion Big,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-25,maharashtra,Onion Small,61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-25,maharashtra,Tomato,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-25,maharashtra,Green Chilli,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-25,maharashtra,Beetroot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-25,maharashtra,Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-25,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-25,maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-25,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-25,maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-25,maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-25,maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-25,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-25,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-25,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-25,maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-25,maharashtra,Broad Beans,69,79 - 88,83 - 114,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-25,maharashtra,Cabbage,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-25,maharashtra,Carrot,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-25,maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-25,maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-25,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-25,maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-25,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-25,maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-25,maharashtra,Corn,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-25,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-25,maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-25,maharashtra,Dill Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
2024-06-25,maharashtra,Drumsticks,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/drumsticks-64.png
2024-06-25,maharashtra,Brinjal,32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjal-64.png
2024-06-25,maharashtra,Brinjal (Big),36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/brinjalbig-64.png
2024-06-25,maharashtra,Elephant Yam,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/elephantyam-64.png
2024-06-25,maharashtra,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,https://vegetablemarketprice.com/resource/images/vegetables/fenugreekleaves-64.png
2024-06-25,maharashtra,French Beans,114,131 - 145,137 - 188,1kg,https://vegetablemarketprice.com/resource/images/vegetables/frenchbeans-64.png
2024-06-25,maharashtra,Garlic,243,279 - 309,292 - 401,1kg,https://vegetablemarketprice.com/resource/images/vegetables/garlic-64.png
2024-06-25,maharashtra,Ginger,140,161 - 178,168 - 231,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ginger-64.png
2024-06-25,maharashtra,Onion Green,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/oniongreen-64.png
2024-06-25,maharashtra,Green Peas,46,53 - 58,55 - 76,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenpeas-64.png
2024-06-25,maharashtra,Ivy Gourd,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ivygourd-64.png
2024-06-25,maharashtra,Lemon (Lime),103,118 - 131,124 - 170,1kg,https://vegetablemarketprice.com/resource/images/vegetables/lemon-64.png
2024-06-25,maharashtra,Mango Raw,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mangoraw-64.png
2024-06-25,maharashtra,Mint Leaves,4,5 - 5,5 - 7,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mintleaves-64.png
2024-06-25,maharashtra,Mushroom,80,92 - 102,96 - 132,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mushroom-64.png
2024-06-25,maharashtra,Mustard Leaves,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/mustardleaves-64.png
2024-06-25,maharashtra,Ladies Finger,44,51 - 56,53 - 73,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ladiesfinger-64.png
2024-06-25,maharashtra,Pumpkin,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/pumpkin-64.png
2024-06-25,maharashtra,Radish,33,38 - 42,40 - 54,1kg,https://vegetablemarketprice.com/resource/images/vegetables/radish-64.png
2024-06-25,maharashtra,Ridge Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ridgegourd-64.png
2024-06-25,maharashtra,Shallot (Pearl Onion),32,37 - 41,38 - 53,1kg,https://vegetablemarketprice.com/resource/images/vegetables/shallot-64.png
2024-06-25,maharashtra,Snake Gourd,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/snakegourd-64.png
2024-06-25,maharashtra,Sorrel Leaves,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sorrelleaves-64.png
2024-06-25,maharashtra,Spinach,11,13 - 14,13 - 18,1kg,https://vegetablemarketprice.com/resource/images/vegetables/spinach-64.png
2024-06-25,maharashtra,Sweet Potato,36,41 - 46,43 - 59,1kg,https://vegetablemarketprice.com/resource/images/vegetables/sweetpotato-64.png
2024-06-26,maharashtra,Onion Big,42,48 - 53,50 - 69,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionbig-64.png
2024-06-26,maharashtra,Onion Small,61,70 - 77,73 - 101,1kg,https://vegetablemarketprice.com/resource/images/vegetables/onionsmall-64.png
2024-06-26,maharashtra,Tomato,48,55 - 61,58 - 79,1kg,https://vegetablemarketprice.com/resource/images/vegetables/tomato-64.png
2024-06-26,maharashtra,Green Chilli,62,71 - 79,74 - 102,1kg,https://vegetablemarketprice.com/resource/images/vegetables/greenchili-64.png
2024-06-26,maharashtra,Beetroot,40,46 - 51,48 - 66,1kg,https://vegetablemarketprice.com/resource/images/vegetables/beetroot-64.png
2024-06-26,maharashtra,Potato,37,43 - 47,44 - 61,1kg,https://vegetablemarketprice.com/resource/images/vegetables/potato-64.png
2024-06-26,maharashtra,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,https://vegetablemarketprice.com/resource/images/vegetables/plantain-64.png
2024-06-26,maharashtra,Amaranth Leaves,14,16 - 18,17 - 23,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amaranthleaves-64.png
2024-06-26,maharashtra,Amla,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/amla-64.png
2024-06-26,maharashtra,Ash gourd,22,25 - 28,26 - 36,1kg,https://vegetablemarketprice.com/resource/images/vegetables/ashgourd-64.png
2024-06-26,maharashtra,Baby Corn,65,75 - 83,78 - 107,1kg,https://vegetablemarketprice.com/resource/images/vegetables/babycorn-64.png
2024-06-26,maharashtra,Banana Flower,17,20 - 22,20 - 28,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bananaflower-64.png
2024-06-26,maharashtra,Capsicum,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/capsicum-64.png
2024-06-26,maharashtra,Bitter Gourd,35,40 - 44,42 - 58,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bittergourd-64.png
2024-06-26,maharashtra,Bottle Gourd,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/bottlegourd-64.png
2024-06-26,maharashtra,Butter Beans,50,58 - 64,60 - 83,1kg,https://vegetablemarketprice.com/resource/images/vegetables/butterbeans-64.png
2024-06-26,maharashtra,Broad Beans,69,79 - 88,83 - 114,1kg,https://vegetablemarketprice.com/resource/images/vegetables/broadbeans-64.png
2024-06-26,maharashtra,Cabbage,34,39 - 43,41 - 56,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cabbage-64.png
2024-06-26,maharashtra,Carrot,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/carrot-64.png
2024-06-26,maharashtra,Cauliflower,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cauliflower-64.png
2024-06-26,maharashtra,Cluster beans,41,47 - 52,49 - 68,1kg,https://vegetablemarketprice.com/resource/images/vegetables/clusterbeans-64.png
2024-06-26,maharashtra,Coconut,38,44 - 48,46 - 63,1kg,https://vegetablemarketprice.com/resource/images/vegetables/coconut-64.png
2024-06-26,maharashtra,Colocasia Leaves,13,15 - 17,16 - 21,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasialeaves-64.png
2024-06-26,maharashtra,Colocasia,25,29 - 32,30 - 41,1kg,https://vegetablemarketprice.com/resource/images/vegetables/colocasia-64.png
2024-06-26,maharashtra,Coriander Leaves,8,9 - 10,10 - 13,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corianderleaves-64.png
2024-06-26,maharashtra,Corn,31,36 - 39,37 - 51,1kg,https://vegetablemarketprice.com/resource/images/vegetables/corn-64.png
2024-06-26,maharashtra,Cucumber,29,33 - 37,35 - 48,1kg,https://vegetablemarketprice.com/resource/images/vegetables/cucumber-64.png
2024-06-26,maharashtra,Curry Leaves,27,31 - 34,32 - 45,1kg,https://vegetablemarketprice.com/resource/images/vegetables/curryleaves-64.png
2024-06-26,maharashtra,Dill Leaves,10,12 - 13,12 - 17,1kg,https://vegetablemarketprice.com/resource/images/vegetables/dillleaves-64.png
